User,Film,Rating
IMDB,Spelling the Dream,3.45
IMDB,Ben Platt Live from Radio City Music Hall,4.2
IMDB,The Wrong Missy,2.85
IMDB,Have a Good Trip: Adventures in Psychedelics,3.4
IMDB,John Henry,1.8
IMDB,Bennett's War,3.0
IMDB,All Day and a Night,2.95
IMDB,Cracked Up: The Darrell Hammond Story,3.65
IMDB,Go! Go! Cory Carson: The Chrissy,3.95
IMDB,6 Underground,3.05
IMDB,Marriage Story,3.95
IMDB,No Game No Life: Zero,3.7
IMDB,The Accidental Spy,2.2
IMDB,The Island,3.1
IMDB,Master Z: The Ip Man Legacy,3.25
IMDB,After,2.7
IMDB,Home Is Where the Killer Is,2.2
IMDB,Love for Sale,3.7
IMDB,In the Tall Grass,2.7
IMDB,Under the Eiffel Tower,2.7
IMDB,Tall Girl,2.6
IMDB,Evelyn,3.6
IMDB,Article 15,4.1
IMDB,Travis Scott: Look Mom I Can Fly,3.15
IMDB,Inhuman Kiss,3.2
IMDB,The 3rd Eye 2,2.55
IMDB,PATRICK (2019),3.4
IMDB,Wine Country,2.7
IMDB,The Last Summer,2.8
IMDB,Munafik 2,3.15
IMDB,Someone Great,3.1
IMDB,The Ruthless,3.1
IMDB,The Perfect Date,2.9
IMDB,Suzzanna: Buried Alive,2.75
IMDB,The Trap,2.15
IMDB,Mercy Black,2.45
IMDB,Danur: I Can See Ghosts,2.7
IMDB,Triple Frontier,3.2
IMDB,The Dirt,35.0
IMDB,The Sky Is Pink,3.8
IMDB,It Comes at Night,3.1
IMDB,Dead Kids,2.65
IMDB,Mahi NRI,2.95
IMDB,Atlantics,3.35
IMDB,Holiday Rush,2.45
IMDB,The Irishman,3.9
IMDB,HOMECOMING: A film by Beyoncé,3.75
IMDB,Antoine Griezmann: The Making of a Legend,3.25
IMDB,BNK48: Girls Don't Cry,3.65
IMDB,Budapest,2.7
IMDB,The Hard Way,2.4
IMDB,Lady J,3.4
IMDB,Nappily Ever After,3.2
IMDB,The Highwaymen,3.45
IMDB,Bayonet,2.85
IMDB,Alien Warfare,1.3
IMDB,The Silence,2.65
IMDB,Joy,3.3
IMDB,Rim of the World,2.6
IMDB,The Perfection,3.05
IMDB,Sextuplets,2.2
IMDB,Girls With Balls,1.95
IMDB,Point Blank,2.85
IMDB,Pegasus,3.15
IMDB,The Man Who Feels No Pain,3.7
IMDB,Thriller,1.8
IMDB,Unicorn Store,2.75
IMDB,Girl,3.55
IMDB,Seven Sundays,3.85
IMDB,My Wife and I,2.1
IMDB,Thug Life,2.85
IMDB,The Body Remembers When the World Broke Open,3.5
IMDB,Shot Caller,3.65
IMDB,Brother,3.35
IMDB,Iron Sky: The Coming Race,2.5
IMDB,Earthquake Bird,2.95
IMDB,Burning Cane,2.75
IMDB,Paradise Beach,2.3
IMDB,Shadow,3.5
IMDB,Drive,1.85
IMDB,10 Days in Sun City,2.55
IMDB,Tatu,2.1
IMDB,El Camino: A Breaking Bad Movie,3.65
IMDB,My Stupid Boss,3.6
IMDB,The Last Airbender,4.65
IMDB,The Runaways,3.25
IMDB,Hugo,3.75
IMDB,Ordinary World,2.75
IMDB,The Bling Ring,2.8
IMDB,The Danish Girl,3.55
IMDB,Sinister 2,2.65
IMDB,Olympus Has Fallen,3.25
IMDB,Selfless,3.25
IMDB,Habibie & Ainun,3.85
IMDB,Black Sea,3.2
IMDB,Rudy Habibie,3.8
IMDB,Surga Yang Tak Dirindukan,3.95
IMDB,The Theory of Everything,3.85
IMDB,Kill the Messenger,3.45
IMDB,Camp X-Ray,3.45
IMDB,Cats & Dogs: The Revenge of Kitty Galore,2.15
IMDB,Chernobyl Diaries,2.5
IMDB,Clash of the Titans,2.9
IMDB,Cloud Atlas,3.7
IMDB,Clouds of Sils Maria,3.4
IMDB,Dallas Buyers Club,4.0
IMDB,Death at a Funeral,2.85
IMDB,Dinner for Schmucks,2.95
IMDB,Dolphin Tale 2,3.2
IMDB,Don't Be Afraid of the Dark,2.75
IMDB,Don't Knock Twice,2.55
IMDB,Earth to Echo,2.85
IMDB,Silent Hill: Revelation,2.45
IMDB,Soul Surfer,3.5
IMDB,Sour Grapes,3.6
IMDB,Spy Time,3.05
IMDB,Stonehearst Asylum,3.4
IMDB,Suckseed,3.7
IMDB,Surat Dari Praha,3.6
IMDB,Swiss Army Man,3.45
IMDB,The Adventures of Tintin,3.65
IMDB,The Age of Shadows,3.55
IMDB,The Autopsy of Jane Doe,3.4
IMDB,The Book of Eli,3.4
IMDB,The Bounty Hunter,2.75
IMDB,The Captive,2.95
IMDB,The Company Men,3.35
IMDB,The Croods,3.6
IMDB,The Devil Inside,2.1
IMDB,The Exception,3.4
IMDB,The Forgotten,2.9
IMDB,The Frozen Ground,3.2
IMDB,The Iron Lady,3.2
IMDB,Grown Ups,2.95
IMDB,Chappie,3.4
IMDB,Extraction,2.05
IMDB,Green Lantern,2.75
IMDB,The Interview,3.25
IMDB,The November Man,3.15
IMDB,Walk of Shame,3.0
IMDB,Inception,4.4
IMDB,Django Unchained,4.25
IMDB,Chhota Bheem - Neeli Pahaadi,4.25
IMDB,The Twilight Saga: Breaking Dawn: Part 1,2.45
IMDB,The Twilight Saga: Breaking Dawn: Part 2,2.8
IMDB,The Twilight Saga: Eclipse,2.5
IMDB,Brick Mansions,2.8
IMDB,Snowpiercer,3.5
IMDB,Kung Fu Panda 2,3.6
IMDB,Underworld: Awakening,3.15
IMDB,A Haunted House 2,2.3
IMDB,Spy Kids: All the Time in the World,1.75
IMDB,Sabotage,2.85
IMDB,Due Date,3.25
IMDB,Green Zone,3.4
IMDB,Madagascar 3: Europe's Most Wanted,3.4
IMDB,The Darkest Hour,2.45
IMDB,The Whole Truth,3.1
IMDB,Crimson Peak,3.25
IMDB,Insidious,3.4
IMDB,The BFG,3.2
IMDB,Who Am I,3.75
IMDB,The Conjuring,3.75
IMDB,The Conjuring 2,3.65
IMDB,War Dogs,3.55
IMDB,Shutter Island,4.1
IMDB,The Next Three Days,3.65
IMDB,Penguins of Madagascar: The Movie,3.35
IMDB,Tanda Tanya,3.5
IMDB,Triple 9,3.15
IMDB,3 Days to Kill,3.1
IMDB,Cloudy with a Chance of Meatballs 2,3.2
IMDB,Snowden,3.65
IMDB,ParaNorman,3.5
IMDB,Batman: The Killing Joke,3.2
IMDB,Real Steel,3.55
IMDB,The Smurfs 2,2.65
IMDB,How to Train Your Dragon 2,3.9
IMDB,Puss in Boots,3.3
IMDB,The Smurfs,2.7
IMDB,Seventh Son,2.75
IMDB,Mr. Peabody & Sherman,3.4
IMDB,Headshot,3.15
IMDB,Pandora,3.35
IMDB,Ip Man 3,3.5
IMDB,Ip Man 2,3.75
IMDB,The Short Game,3.65
IMDB,"As Above, So Below",3.1
IMDB,Before the Flood,4.1
IMDB,My True Friend,3.2
IMDB,Jupiter Ascending,2.65
IMDB,The Roommate,2.4
IMDB,The Social Network,3.9
IMDB,The Space Between Us,3.2
IMDB,The Spy Next Door,2.7
IMDB,Train to Busan,3.8
IMDB,Transcendence,3.1
IMDB,Turbo,3.2
IMDB,Tusk,2.65
IMDB,Naruto Shippuden: The Movie,3.4
IMDB,Bright Star,3.45
IMDB,Open Season 2,2.75
IMDB,Poseidon,2.85
IMDB,Welcome Home Roscoe Jenkins,2.75
IMDB,Beowulf,3.15
IMDB,Freedomland,2.55
IMDB,Pineapple Express,3.45
IMDB,3 Idiots,4.25
IMDB,Zathura,3.1
IMDB,Monster House,3.3
IMDB,Madagascar: Escape 2 Africa,3.35
IMDB,The Spiderwick Chronicles,3.25
IMDB,A Single Man,3.75
IMDB,A Love Story,3.2
IMDB,The Bucket List,3.7
IMDB,Ip Man,4.0
IMDB,Final Destination 3,2.9
IMDB,Garuda Di Dadaku,3.35
IMDB,Ghost Rider,2.6
IMDB,Planet 51,3.0
IMDB,The Twilight Saga: New Moon,2.35
IMDB,Twilight,2.65
IMDB,Kung Fu Panda,3.8
IMDB,Memoirs of a Geisha,3.65
IMDB,Seven Pounds,3.8
IMDB,Star Trek,4.0
IMDB,The Strangers,3.05
IMDB,And Then Came Lola,1.95
IMDB,Felon,3.7
IMDB,Ninja Assassin,3.15
IMDB,Hachi: A Dog's Tale,4.05
IMDB,Never Back Down,3.3
IMDB,State of Play,3.55
IMDB,The Lovely Bones,3.3
IMDB,Wild Child,3.05
IMDB,The Last Exorcism,2.85
IMDB,The Rebound,3.15
IMDB,The River Thief,2.65
IMDB,The Seven Five,3.8
IMDB,The Signal,3.05
IMDB,The Tiger Hunter,3.0
IMDB,The Unknown Known,3.5
IMDB,Thor: Tales of Asgard,3.15
IMDB,Newtown,3.4
IMDB,Night Moves,3.0
IMDB,Planet Hulk,3.35
IMDB,Reincarnated,3.1
IMDB,The Hollow Point,2.7
IMDB,The House on Coco Road,3.75
IMDB,The Jungle School,3.7
IMDB,Taare Zameen Par,4.2
IMDB,Mississippi Grind,3.2
IMDB,Moonlight,3.7
IMDB,National Parks Adventure,3.15
IMDB,Natural Selection,2.55
IMDB,17 Again,3.2
IMDB,Garuda in My Heart 2,3.15
IMDB,Here Alone,2.8
IMDB,Honey 2,2.6
IMDB,House of Z,3.4
IMDB,Kill Command,2.85
IMDB,Kill the Irishman,3.55
IMDB,Left Behind,1.55
IMDB,Miss Representation,3.75
IMDB,World Trade Center,3.0
IMDB,Into the Wild,4.05
IMDB,Safe House,3.35
IMDB,Life as We Know It,3.25
IMDB,The American,3.15
IMDB,Big Stone Gap,2.85
IMDB,A Kind of Murder,2.65
IMDB,Life of Crime,2.9
IMDB,The Founder,3.6
IMDB,Young Adult,3.15
IMDB,Captain Fantastic,3.9
IMDB,Our Idiot Brother,3.2
IMDB,The Fundamentals of Caring,3.65
IMDB,Blue Valentine,3.7
IMDB,Barely Lethal,2.85
IMDB,Company of Heroes,2.55
IMDB,Anesthesia,3.05
IMDB,Special Correspondents,2.9
IMDB,The Meddler,3.15
IMDB,Dead Man Down,3.25
IMDB,Gimme Shelter,3.2
IMDB,Mean Girls 2,2.05
IMDB,Surf's Up,2.25
IMDB,Underworld: Rise of the Lycans,3.25
IMDB,The Interpreter,3.4
IMDB,Fun with Dick & Jane,3.1
IMDB,Accepted,3.2
IMDB,Yes Man,3.4
IMDB,Tenacious D in The Pick of Destiny,3.4
IMDB,Middle Men,3.4
IMDB,Letters to Juliet,3.25
IMDB,The Edge of Seventeen,3.65
IMDB,American Ultra,3.05
IMDB,The Squid and the Whale,3.65
IMDB,Bedtime Stories,3.0
IMDB,Verses of Love,3.5
IMDB,Bolt,3.45
IMDB,The Brave One,3.35
IMDB,The Break-Up,2.9
IMDB,The Brothers Grimm,2.95
IMDB,Nights in Rodanthe,3.0
IMDB,Nowhere Boy,3.55
IMDB,Becoming Jane,3.5
IMDB,Casino Royale,4.0
IMDB,Charlie and the Chocolate Factory,3.35
IMDB,Chicken Little,2.85
IMDB,Click,3.2
IMDB,Cloverfield,3.5
IMDB,Evan Almighty,2.7
IMDB,Angels & Demons,3.35
IMDB,The Da Vinci Code,3.3
IMDB,Sherlock Holmes,3.8
IMDB,Spider-Man 3,3.15
IMDB,Superbad,3.8
IMDB,Superman Returns,3.05
IMDB,Tarzan 2,2.75
IMDB,Teenage Mutant Ninja Turtles,3.25
IMDB,The Adventures of Sharkboy and Lavagirl,1.85
IMDB,The Amityville Horror,2.95
IMDB,The Final Destination,2.55
IMDB,The Pink Panther,2.8
IMDB,The Princess and the Frog,3.55
IMDB,The Pursuit of Happyness,4.0
IMDB,The Time Traveler's Wife,3.55
IMDB,The Water Horse: Legend of the Deep,3.25
IMDB,V for Vendetta,4.1
IMDB,Zodiac,3.85
IMDB,Zombieland,3.8
IMDB,Hitch,3.35
IMDB,Indiana Jones and the Kingdom of the Crystal Skull,3.1
IMDB,Inkheart,3.05
IMDB,Invictus,3.65
IMDB,Junebug,3.45
IMDB,Merantau,3.35
IMDB,Ocean's Thirteen,3.45
IMDB,P.S. I Love You,3.5
IMDB,Paranormal Activity,3.15
IMDB,Race to Witch Mountain,2.85
IMDB,Rachel Getting Married,3.35
IMDB,Revolutionary Road,3.65
IMDB,Righteous Kill,3.0
IMDB,Get Smart,3.25
IMDB,Friday the 13th,2.75
IMDB,G-Force,2.55
Metacritic Metascore,Gunpowder Milkshake,4.25
Metacritic Metascore,Wind River,3.65
Metacritic Metascore,Beckett,2.6
Metacritic Metascore,The Kissing Booth 3,1.8
Metacritic Metascore,Five Feet Apart,2.65
Metacritic Metascore,Fantastic Fungi,3.5
Metacritic Metascore,Blood Red Sky,2.15
Metacritic Metascore,The Last Letter From Your Lover,2.85
Metacritic Metascore,The Book of Henry,1.55
Metacritic Metascore,Midnight Sun,1.9
Metacritic Metascore,Good on Paper,2.7
Metacritic Metascore,To All the Boys: Always and Forever - The Afterparty,3.25
Metacritic Metascore,Wish Dragon,2.95
Metacritic Metascore,Then Came You,2.2
Metacritic Metascore,Army of the Dead,2.85
Metacritic Metascore,The Woman in the Window,2.05
Metacritic Metascore,The Mitchells vs The Machines,4.05
Metacritic Metascore,Stowaway,3.15
Metacritic Metascore,Time Trap,2.3
Metacritic Metascore,Ride or Die,3.2
Metacritic Metascore,Night in Paradise,2.95
Metacritic Metascore,The Last Mercenary,2.4
Metacritic Metascore,The Operative,2.35
Metacritic Metascore,Thunder Force,1.7
Metacritic Metascore,Coded Bias,3.65
Metacritic Metascore,Concrete Cowboy,3.35
Metacritic Metascore,Operation Varsity Blues,3.5
Metacritic Metascore,Nightbooks,3.25
Metacritic Metascore,Paradise Hills,2.45
Metacritic Metascore,Cemara's Family,2.85
Metacritic Metascore,Death to 2020,2.05
Metacritic Metascore,I Care a Lot,3.3
Metacritic Metascore,Ma Rainey's Black Bottom,4.35
Metacritic Metascore,Moxie,2.7
Metacritic Metascore,Outside the Wire,2.25
Metacritic Metascore,Pieces of a Woman,3.3
Metacritic Metascore,Space Sweepers,3.2
Metacritic Metascore,The Heartbreak Club,2.55
Metacritic Metascore,The White Tiger,3.8
Metacritic Metascore,We Can Be Heroes,2.55
Metacritic Metascore,The Life Ahead,3.3
Metacritic Metascore,Mile 22,1.9
Metacritic Metascore,His House,3.6
Metacritic Metascore,Holidate,2.2
Metacritic Metascore,Over the Moon,3.0
Metacritic Metascore,Rebecca,3.0
Metacritic Metascore,The Trial of the Chicago 7,3.8
Metacritic Metascore,Hubie Halloween,2.65
Metacritic Metascore,David Attenborough: A Life on Our Planet,3.6
Metacritic Metascore,The Outpost,3.55
Metacritic Metascore,American Murder: The Family Next Door,3.35
Metacritic Metascore,Enola Holmes,3.4
Metacritic Metascore,The Devil All The Time,2.75
Metacritic Metascore,The Babysitter: Killer Queen,1.1
Metacritic Metascore,The Social Dilemma,3.9
Metacritic Metascore,My Octopus Teacher,4.1
Metacritic Metascore,I'm Thinking of Ending Things,3.9
Metacritic Metascore,Children of the Sea,3.7
Metacritic Metascore,Project Power,2.55
Metacritic Metascore,Last Knights,1.35
Metacritic Metascore,Last Night,2.5
Metacritic Metascore,Legion,1.6
Metacritic Metascore,Midnight Special,3.8
Metacritic Metascore,Movie 43,0.9
Metacritic Metascore,Muppets Most Wanted,3.05
Metacritic Metascore,Nightcrawler,3.8
Metacritic Metascore,Resident Evil: Afterlife,1.85
Metacritic Metascore,Scary Movie 5,0.55
Metacritic Metascore,Scott Pilgrim vs. the World,3.45
Metacritic Metascore,Sex and the City 2,1.35
Metacritic Metascore,Shark Night,1.1
Metacritic Metascore,Legend of the Guardians: The Owls of Ga'Hoole,2.65
Metacritic Metascore,"Love, Rosie",2.2
Metacritic Metascore,Room,4.3
Metacritic Metascore,Say When,3.15
Metacritic Metascore,Searching for Sugar Man,3.95
Metacritic Metascore,Season of the Witch,1.4
Metacritic Metascore,Senna,3.95
Metacritic Metascore,paddleton,3.5
Metacritic Metascore,High Flying Bird,3.9
Metacritic Metascore,Velvet Buzzsaw,3.1
Metacritic Metascore,The Black Prince,1.3
Metacritic Metascore,Studio 54,3.5
Metacritic Metascore,Polar,1.0
Metacritic Metascore,Bird Box,2.6
Metacritic Metascore,The Christmas Chronicles,2.6
Metacritic Metascore,Outlaw King,3.0
Metacritic Metascore,Shirkers,4.4
Metacritic Metascore,The Night Comes for Us,3.5
Metacritic Metascore,Apostle,3.1
Metacritic Metascore,The Kindergarten Teacher,3.8
Metacritic Metascore,Hold the Dark,3.2
Metacritic Metascore,Sierra Burgess Is A Loser,3.0
Metacritic Metascore,Extinction,2.0
Metacritic Metascore,Father of the Year,1.6
Metacritic Metascore,Alex Strangelove,3.1
Metacritic Metascore,Outside In,3.8
Metacritic Metascore,Beyond Skyline,2.3
Metacritic Metascore,6 Balloons,3.3
Metacritic Metascore,The Outsider,1.5
Metacritic Metascore,Bullet Head,2.6
Metacritic Metascore,FullMetal Alchemist,2.4
Metacritic Metascore,Irreplaceable You,1.7
Metacritic Metascore,The Ballad of Buster Scruggs,4.0
Metacritic Metascore,The Other Side of the Wind,3.9
Metacritic Metascore,Private Life,4.2
Metacritic Metascore,Set It Up,3.1
Metacritic Metascore,Kodachrome,2.9
Metacritic Metascore,Benji,2.7
Metacritic Metascore,The Ritual,2.9
Metacritic Metascore,Mercury 13,4.1
Metacritic Metascore,The Clapper,1.1
Metacritic Metascore,Duck Butter,2.9
Metacritic Metascore,How It Ends,1.8
Metacritic Metascore,Like Father,2.6
Metacritic Metascore,Head Count,2.4
Metacritic Metascore,First Kill,1.95
Metacritic Metascore,Freak Show,2.7
Metacritic Metascore,How to Be a Latin Lover,2.7
Metacritic Metascore,Ghost House,1.65
Metacritic Metascore,Goosebumps 2: Haunted Halloween,2.65
Metacritic Metascore,Hotel Transylvania 3: Summer Vacation,2.7
Metacritic Metascore,Kickboxer: Retaliation,2.7
Metacritic Metascore,Krystal,1.95
Metacritic Metascore,Kung Fu Yoga,2.5
Metacritic Metascore,Mary Poppins Returns,3.3
Metacritic Metascore,Molly's Game,3.55
Metacritic Metascore,November Criminals,1.55
Metacritic Metascore,Peter Rabbit,2.55
Metacritic Metascore,Postcards from London,2.1
Metacritic Metascore,Ralph Breaks the Internet: Wreck-It Ralph 2,3.55
Metacritic Metascore,Red Trees,2.85
Metacritic Metascore,Rememory,2.4
Metacritic Metascore,Super Dark Times,3.75
Metacritic Metascore,Satan & Adam,3.75
Metacritic Metascore,Saturday Church,3.6
Metacritic Metascore,Solo: A Star Wars Story,3.1
Metacritic Metascore,Spider-Man: Into the Spider-Verse,4.35
Metacritic Metascore,Star Wars: Episode VIII: The Last Jedi,4.2
Metacritic Metascore,Straight Up,3.3
Metacritic Metascore,Submission,2.6
Metacritic Metascore,Sweet Virginia,3.6
Metacritic Metascore,The Angry Birds Movie 2,3.0
Metacritic Metascore,The Basement,1.35
Metacritic Metascore,The Brawler,2.3
Metacritic Metascore,The Breadwinner,3.9
Metacritic Metascore,The Bye Bye Man,1.85
Metacritic Metascore,The Case for Christ,3.0
Metacritic Metascore,The Endless,4.0
Metacritic Metascore,Thor: Ragnarok,3.7
Metacritic Metascore,The Force,4.0
Metacritic Metascore,The Foreigner,2.75
Metacritic Metascore,The Good Catholic,2.3
Metacritic Metascore,The Hurricane Heist,1.75
Metacritic Metascore,The Incredibles 2,4.0
Metacritic Metascore,The Secret Life of Pets 2,2.75
Metacritic Metascore,The Nutcracker and the Four Realms,1.95
Metacritic Metascore,Bright,1.45
Metacritic Metascore,Death Note,2.15
Metacritic Metascore,Okja,3.75
Metacritic Metascore,Ant-Man and the Wasp,3.5
Metacritic Metascore,Avengers: Infinity War,3.4
Metacritic Metascore,Black Panther,4.4
Metacritic Metascore,Buffalo Boys,2.4
Metacritic Metascore,Burning,4.5
Metacritic Metascore,Christopher Robin,3.0
Metacritic Metascore,Berlin Syndrome,3.5
Metacritic Metascore,Naked,1.8
Metacritic Metascore,Icarus,3.4
Metacritic Metascore,To the Bone,3.2
Metacritic Metascore,When We First Met,1.8
Metacritic Metascore,War Machine,2.8
Metacritic Metascore,IBOY,2.5
Metacritic Metascore,1BR,2.8
Metacritic Metascore,Temple,1.15
Metacritic Metascore,A Bad Moms Christmas,2.1
Metacritic Metascore,A Wrinkle in Time,2.65
Metacritic Metascore,American Assassin,2.25
Metacritic Metascore,American Hangman,1.9
Metacritic Metascore,Mudbound,4.25
Metacritic Metascore,1922,3.5
Metacritic Metascore,Bitch,2.75
Metacritic Metascore,Breath,3.55
Metacritic Metascore,Newness,2.5
Metacritic Metascore,What Happened to Monday,2.35
Metacritic Metascore,Domino,2.0
Metacritic Metascore,The Cloverfield Paradox,1.85
Metacritic Metascore,A Futile and Stupid Gesture,2.75
Metacritic Metascore,Voyeur,2.95
Metacritic Metascore,Our Souls at Night,3.45
Metacritic Metascore,Gaga: Five Foot Two,3.15
Metacritic Metascore,Cult of Chucky,3.45
Metacritic Metascore,Message from the King,2.0
Metacritic Metascore,Chasing Coral,4.3
Metacritic Metascore,Joshua: Teenager vs. Superpower,3.6
Metacritic Metascore,Get Me Roger Stone,3.75
Metacritic Metascore,Small Crimes,3.0
Metacritic Metascore,Sand Castle,2.25
Metacritic Metascore,Tramps,3.8
Metacritic Metascore,Sandy Wexler,2.0
Metacritic Metascore,Burning Sands,3.15
Metacritic Metascore,14 Cameras,1.25
Metacritic Metascore,6 Days,1.8
Metacritic Metascore,Almost Love,2.1
Metacritic Metascore,The Kissing Booth 2,1.95
Metacritic Metascore,Ip Man 4: The Finale,3.1
Metacritic Metascore,The Old Guard,3.5
Metacritic Metascore,Da 5 Bloods,4.1
Metacritic Metascore,Before I Fall,2.9
Metacritic Metascore,The Night Clerk,2.2
Metacritic Metascore,Lady Bird,4.65
Metacritic Metascore,The Disaster Artist,3.8
Metacritic Metascore,Ne Zha,2.7
Metacritic Metascore,Uncut Gems,4.55
Metacritic Metascore,The Half Of It,3.7
Metacritic Metascore,Dangerous Lies,2.55
Metacritic Metascore,The Willoughbys,3.4
Metacritic Metascore,Love Wedding Repeat,2.05
Metacritic Metascore,Tigertail,3.25
Metacritic Metascore,The Florida Project,4.6
Metacritic Metascore,The Killing of a Sacred Deer,3.65
Metacritic Metascore,Angel Has Fallen,2.25
Metacritic Metascore,Lost Girls,3.35
Metacritic Metascore,Spenser Confidential,2.45
Metacritic Metascore,All The Bright Places,3.05
Metacritic Metascore,To All the Boys: P.S. I Still Love You,2.7
Metacritic Metascore,Horse Girl,3.05
Metacritic Metascore,A Ghost Story,4.2
Metacritic Metascore,The Two Popes,3.75
Metacritic Metascore,The Long Dumb Road,3.2
Metacritic Metascore,Eurovision Song Contest: The Story of Fire Saga,2.5
Metacritic Metascore,Athlete A,4.25
Metacritic Metascore,The Last Days of American Crime,0.75
Metacritic Metascore,Spelling the Dream,3.2
Metacritic Metascore,The Wrong Missy,1.65
Metacritic Metascore,Have a Good Trip: Adventures in Psychedelics,2.2
Metacritic Metascore,John Henry,1.35
Metacritic Metascore,All Day and a Night,3.0
Metacritic Metascore,6 Underground,2.05
Metacritic Metascore,Marriage Story,4.7
Metacritic Metascore,The Island,3.05
Metacritic Metascore,Master Z: The Ip Man Legacy,3.6
Metacritic Metascore,After,1.5
Metacritic Metascore,In the Tall Grass,2.3
Metacritic Metascore,Under the Eiffel Tower,2.05
Metacritic Metascore,PATRICK (2019),1.75
Metacritic Metascore,Wine Country,2.8
Metacritic Metascore,Someone Great,3.15
Metacritic Metascore,Mercy Black,2.4
Metacritic Metascore,Triple Frontier,3.05
Metacritic Metascore,The Dirt,1.95
Metacritic Metascore,The Sky Is Pink,2.75
Metacritic Metascore,It Comes at Night,3.9
Metacritic Metascore,Atlantics,4.25
Metacritic Metascore,The Irishman,4.7
Metacritic Metascore,HOMECOMING: A film by Beyoncé,4.65
Metacritic Metascore,Nappily Ever After,3.15
Metacritic Metascore,The Highwaymen,2.9
Metacritic Metascore,The Silence,1.25
Metacritic Metascore,Joy,3.75
Metacritic Metascore,The Perfection,3.0
Metacritic Metascore,Sextuplets,1.05
Metacritic Metascore,Point Blank,1.85
Metacritic Metascore,Thriller,1.4
Metacritic Metascore,Unicorn Store,2.2
Metacritic Metascore,Girl,3.65
Metacritic Metascore,The Body Remembers When the World Broke Open,4.35
Metacritic Metascore,Shot Caller,2.95
Metacritic Metascore,Earthquake Bird,2.55
Metacritic Metascore,Burning Cane,3.7
Metacritic Metascore,Shadow,4.05
Metacritic Metascore,El Camino: A Breaking Bad Movie,3.6
Metacritic Metascore,The Last Airbender,1.0
Metacritic Metascore,The Runaways,3.25
Metacritic Metascore,Hugo,4.15
Metacritic Metascore,Ordinary World,2.75
Metacritic Metascore,The Bling Ring,3.3
Metacritic Metascore,The Danish Girl,3.3
Metacritic Metascore,Sinister 2,1.6
Metacritic Metascore,Olympus Has Fallen,2.05
Metacritic Metascore,Black Sea,3.1
Metacritic Metascore,The Theory of Everything,3.55
Metacritic Metascore,Kill the Messenger,3.0
Metacritic Metascore,Camp X-Ray,2.7
Metacritic Metascore,Cats & Dogs: The Revenge of Kitty Galore,1.5
Metacritic Metascore,Chernobyl Diaries,1.6
Metacritic Metascore,Clash of the Titans,1.95
Metacritic Metascore,Cloud Atlas,2.75
Metacritic Metascore,Clouds of Sils Maria,3.95
Metacritic Metascore,Dallas Buyers Club,3.95
Metacritic Metascore,Death at a Funeral,2.55
Metacritic Metascore,Dinner for Schmucks,2.8
Metacritic Metascore,Dolphin Tale 2,2.9
Metacritic Metascore,Don't Be Afraid of the Dark,2.8
Metacritic Metascore,Don't Knock Twice,2.25
Metacritic Metascore,Earth to Echo,2.65
Metacritic Metascore,Silent Hill: Revelation,0.8
Metacritic Metascore,Soul Surfer,2.65
Metacritic Metascore,Stonehearst Asylum,2.6
Metacritic Metascore,Swiss Army Man,3.2
Metacritic Metascore,The Adventures of Tintin,3.4
Metacritic Metascore,The Age of Shadows,3.9
Metacritic Metascore,The Autopsy of Jane Doe,3.25
Metacritic Metascore,The Book of Eli,2.65
Metacritic Metascore,The Bounty Hunter,1.1
Metacritic Metascore,The Captive,1.8
Metacritic Metascore,The Company Men,3.45
Metacritic Metascore,The Croods,2.75
Metacritic Metascore,The Devil Inside,0.9
Metacritic Metascore,The Exception,3.0
Metacritic Metascore,The Forgotten,2.15
Metacritic Metascore,The Frozen Ground,1.85
Metacritic Metascore,The Iron Lady,2.6
Metacritic Metascore,Grown Ups,1.5
Metacritic Metascore,Chappie,2.05
Metacritic Metascore,Extraction,1.25
Metacritic Metascore,Green Lantern,1.95
Metacritic Metascore,The Interview,2.6
Metacritic Metascore,The November Man,1.9
Metacritic Metascore,Walk of Shame,1.9
Metacritic Metascore,Inception,3.7
Metacritic Metascore,Django Unchained,4.05
Metacritic Metascore,The Twilight Saga: Breaking Dawn: Part 1,2.25
Metacritic Metascore,The Twilight Saga: Breaking Dawn: Part 2,2.6
Metacritic Metascore,The Twilight Saga: Eclipse,2.9
Metacritic Metascore,Brick Mansions,2.0
Metacritic Metascore,Snowpiercer,2.8
Metacritic Metascore,Kung Fu Panda 2,3.35
Metacritic Metascore,Underworld: Awakening,1.95
Metacritic Metascore,A Haunted House 2,0.85
Metacritic Metascore,Spy Kids: All the Time in the World,1.85
Metacritic Metascore,Sabotage,2.05
Metacritic Metascore,Due Date,2.55
Metacritic Metascore,Green Zone,3.15
Metacritic Metascore,Madagascar 3: Europe's Most Wanted,3.0
Metacritic Metascore,The Darkest Hour,3.75
Metacritic Metascore,The Whole Truth,2.3
Metacritic Metascore,Crimson Peak,3.3
Metacritic Metascore,Insidious,2.6
Metacritic Metascore,The BFG,3.3
Metacritic Metascore,The Conjuring,3.4
Metacritic Metascore,The Conjuring 2,3.25
Metacritic Metascore,War Dogs,2.85
Metacritic Metascore,Shutter Island,3.15
Metacritic Metascore,The Next Three Days,2.6
Metacritic Metascore,Penguins of Madagascar: The Movie,2.65
Metacritic Metascore,Triple 9,2.6
